Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
64,2019-07-05 11:55:55.245688,1788,1800,1116
65,2019-07-05 11:55:55.423214,1801,1800,1115
66,2019-07-05 11:55:55.600741,1791,1800,1116
67,2019-07-05 11:55:55.786247,1785,1800,1117
68,2019-07-05 11:55:55.967760,1788,1800,1118
69,2019-07-05 11:55:56.149065,1791,1800,1117
70,2019-07-05 11:55:56.335171,1785,1800,1118
71,2019-07-05 11:55:56.524665,1793,1800,1117
72,2019-07-05 11:55:56.706180,1788,1800,1118
73,2019-07-05 11:55:56.902656,1791,1800,1118
74,2019-07-05 11:55:57.107109,1780,1800,1119
75,2019-07-05 11:55:57.293378,1791,1800,1119
76,2019-07-05 11:55:57.480877,1799,1800,1117
77,2019-07-05 11:55:57.668943,1793,1800,1118
78,2019-07-05 11:55:57.852048,1801,1800,1117
79,2019-07-05 11:55:58.035558,1788,1800,1119
80,2019-07-05 11:55:58.214083,1804,1800,1118
81,2019-07-05 11:55:58.395597,1804,1800,1118
82,2019-07-05 11:55:58.577114,1807,1800,1117
83,2019-07-05 11:55:58.756634,1804,1800,1117
84,2019-07-05 11:55:58.942139,1796,1800,1118
85,2019-07-05 11:55:59.124643,1780,1800,1120
86,2019-07-05 11:55:59.309306,1788,1800,1119
87,2019-07-05 11:55:59.488826,1793,1800,1118
88,2019-07-05 11:55:59.669344,1793,1800,1119
89,2019-07-05 11:55:59.848866,1799,1800,1118
90,2019-07-05 11:56:00.029383,1804,1800,1118
91,2019-07-05 11:56:00.210899,1807,1800,1117
92,2019-07-05 11:56:00.385961,1809,1800,1117
93,2019-07-05 11:56:00.560496,1801,1800,1117
94,2019-07-05 11:56:00.739591,1788,1800,1119
95,2019-07-05 11:56:00.954018,1791,1800,1119
96,2019-07-05 11:56:01.133538,1793,1800,1119
97,2019-07-05 11:56:01.317048,1801,1800,1119
98,2019-07-05 11:56:01.500557,1796,1800,1118
99,2019-07-05 11:56:01.689054,1799,1800,1118
100,2019-07-05 11:56:01.881109,1788,1800,1119
101,2019-07-05 11:56:02.067612,1799,1800,1119
102,2019-07-05 11:56:02.255110,1807,1800,1118
103,2019-07-05 11:56:02.438622,1796,1800,1119
104,2019-07-05 11:56:02.623128,1801,1800,1118
105,2019-07-05 11:56:02.808633,1793,1800,1119
106,2019-07-05 11:56:02.993142,1796,1800,1119
107,2019-07-05 11:56:03.175653,1801,1800,1118
108,2019-07-05 11:56:03.352065,1801,1800,1119
109,2019-07-05 11:56:03.530227,1807,1800,1118
110,2019-07-05 11:56:03.718306,1791,1800,1119
111,2019-07-05 11:56:03.909124,1791,1800,1120
112,2019-07-05 11:56:04.094628,1799,1800,1119
113,2019-07-05 11:56:04.280265,1801,1800,1119
114,2019-07-05 11:56:04.461647,1796,1800,1119
115,2019-07-05 11:56:04.645158,1788,1800,1120
116,2019-07-05 11:56:04.863699,1793,1800,1120
117,2019-07-05 11:56:05.040779,1799,1800,1120
118,2019-07-05 11:56:05.222866,1812,1800,1118
119,2019-07-05 11:56:05.402974,1812,1800,1117
120,2019-07-05 11:56:05.586485,1804,1800,1118
121,2019-07-05 11:56:05.768998,1801,1800,1119
122,2019-07-05 11:56:05.951510,1807,1800,1118
123,2019-07-05 11:56:06.140007,1804,1800,1118
124,2019-07-05 11:56:06.328504,1804,1800,1118
125,2019-07-05 11:56:06.507126,1799,1800,1119
126,2019-07-05 11:56:06.687643,1796,1800,1119
127,2019-07-05 11:56:06.888107,1791,1800,1119
128,2019-07-05 11:56:07.084583,1796,1800,1120
129,2019-07-05 11:56:07.268093,1809,1800,1118
130,2019-07-05 11:56:07.467561,1796,1800,1118
131,2019-07-05 11:56:07.673011,1801,1800,1119
132,2019-07-05 11:56:07.858130,1801,1800,1119
133,2019-07-05 11:56:08.055264,1799,1800,1119
134,2019-07-05 11:56:08.241766,1807,1800,1118
135,2019-07-05 11:56:08.443927,1799,1800,1119
136,2019-07-05 11:56:08.623448,1799,1800,1118
137,2019-07-05 11:56:08.822916,1793,1800,1119
138,2019-07-05 11:56:09.008421,1793,1800,1119
139,2019-07-05 11:56:09.191931,1783,1800,1120
140,2019-07-05 11:56:09.378263,1793,1800,1120
141,2019-07-05 11:56:09.570747,1807,1800,1118
142,2019-07-05 11:56:09.755883,1785,1800,1120
143,2019-07-05 11:56:09.943490,1791,1800,1120
144,2019-07-05 11:56:10.142956,1793,1800,1120
145,2019-07-05 11:56:10.325468,1796,1800,1120
146,2019-07-05 11:56:10.511971,1801,1800,1119
147,2019-07-05 11:56:10.695481,1807,1800,1119
148,2019-07-05 11:56:10.900549,1793,1800,1119
149,2019-07-05 11:56:11.081066,1796,1800,1120
150,2019-07-05 11:56:11.268127,1809,1800,1119
151,2019-07-05 11:56:11.447648,1807,1800,1119
152,2019-07-05 11:56:11.648112,1809,1800,1119
153,2019-07-05 11:56:11.831622,1812,1800,1117
154,2019-07-05 11:56:12.018125,1807,1800,1118
155,2019-07-05 11:56:12.198641,1799,1800,1119
156,2019-07-05 11:56:12.381157,1796,1800,1119
157,2019-07-05 11:56:12.570650,1799,1800,1119
158,2019-07-05 11:56:12.789637,1799,1800,1118
159,2019-07-05 11:56:12.977136,1785,1800,1120
160,2019-07-05 11:56:13.188571,1793,1800,1120
161,2019-07-05 11:56:13.372082,1793,1800,1120
162,2019-07-05 11:56:13.554595,1804,1800,1119
163,2019-07-05 11:56:13.734115,1793,1800,1120
164,2019-07-05 11:56:13.927412,1807,1800,1119
165,2019-07-05 11:56:14.108928,1804,1800,1118
166,2019-07-05 11:56:14.291562,1801,1800,1118
167,2019-07-05 11:56:14.473586,1807,1800,1119
168,2019-07-05 11:56:14.661087,1796,1800,1118
169,2019-07-05 11:56:14.849584,1796,1800,1120
170,2019-07-05 11:56:15.030101,1793,1800,1119
171,2019-07-05 11:56:15.214609,1785,1800,1120
172,2019-07-05 11:56:15.394130,1791,1800,1121
173,2019-07-05 11:56:15.572653,1796,1800,1120
174,2019-07-05 11:56:15.764141,1801,1800,1120
175,2019-07-05 11:56:15.965149,1799,1800,1119
176,2019-07-05 11:56:28.700532,1801,1800,1120
177,2019-07-05 11:56:28.900997,1796,1800,1119
178,2019-07-05 11:56:29.090490,1796,1800,1120
179,2019-07-05 11:56:29.292950,1804,1800,1120
180,2019-07-05 11:56:29.478545,1807,1800,1119
181,2019-07-05 11:56:29.685009,1799,1800,1119
182,2019-07-05 11:56:29.898439,1812,1800,1119
183,2019-07-05 11:56:30.100899,1807,1800,1119
184,2019-07-05 11:56:30.331284,1796,1800,1120
185,2019-07-05 11:56:30.557279,1804,1800,1119
186,2019-07-05 11:56:30.763345,1793,1800,1119
187,2019-07-05 11:56:30.977950,1796,1800,1120
